500002274,,ISW_39959,,,,,,Long,152986.14,152625.15,USD,Rec CVICCADB Pay 32 Bps 8/21/2018 - 8/21/2019 (39959),Index Swap,Swap,1,86260369,,,,CVICCADB,North America,OTC,,,,1,NI34399981,United States,,,NI34399981,"Citibank National Association OTC Desk",USD,,,,,,,,,,,,Cash,-438.3562,,,,,20181031,0,0,,0,0,,,,,39959,,CVICCADB INDEX,20180821,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,United States,US,USD,0.01,,,<1999/ Char=Index Swap><2047/ Char=Level 2>,20191021,,20360101,,STK,Index,CVICCADB,0.01,US,,,,,,,United States,1,39959,,1,OTC/*None*,,,,,,,,,152625,,,1,,,,20181204,,,,,,,0,0,,39959
500001192,,ISW_32741,,,,,,Long,245356.39,251601.7,USD,Rec BCOMF3 Pay 8 Bps 2/22/2018 - 2/21/2019 (32741),Index Swap,Swap,1,17053389,,,,DJUBSF3,North America,OTC,,,.BCOMF3,1,,United States,,,,Soci?t? G?n?rale SA OTC Desk,USD,,,,,,,,,,,,Cash,-109.589,,,,,20181031,0,0,,0,0,,,,,32741,,BLOOMBERG COMMODITY INDEX 3 MONTH FO *.BCOMF3,20180222,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,United States,US,USD,0.01,,198.7268,<1999/ Char=Index Swap><2047/ Char=Level 2>,20190423,,20360101,,STK,Index,BCOMF3,0.01,US,,,,,,,United States,1,32741,,1,OTC/*None*,,,,,,,,,251602,,,1,,,,20181204,,,,,,,0,0,,32741
500001193,,ISW_32743,,,,,,Short,-586847.57,-601031.61,USD,Rec Zero Pay BCOM 2/22/2018 - 2/21/2019 (32743),Index Swap,Swap,1,15517510,,,,BCOM,North America,OTC,,,.BCOM,1,,United States,,,,Soci?t? G?n?rale SA OTC Desk,USD,,,,,,,,,,,,Cash,0,,,,,20181031,0,0,,0,0,,,,,32743,,BLOOMBERG COMMODITY INDEX,20180222,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,United States,US,USD,0.01,,83.1903,<1999/ Char=Index Swap><2047/ Char=Level 2>,20190423,,20360101,,STK,Index,BCOM,0.01,US,,,,,,,United States,1,32743,,1,OTC/*None*,,,,,,,,,-601032,,,1,,,,20181204,,,,,,,0,0,,32743
500001501,,ISW_34538,,,,,,Long,245356.39,251601.7,USD,Rec BCOMF3 Pay 8 Bps 03/29/2018 - 03/29/2019 (34538),Index Swap,Swap,1,17053389,,,,DJUBSF3,North America,OTC,,,.BCOMF3,1,,United States,,,,Soci?t? G?n?rale SA OTC Desk,USD,,,,,,,,,,,,Cash,-109.589,,,,,20181031,0,0,,0,0,,,,,34538,,BLOOMBERG COMMODITY INDEX 3 MONTH FO *.BCOMF3,20180329,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,United States,US,USD,0.01,,198.7268,<1999/ Char=Index Swap><2047/ Char=Level 2>,20190529,,20360101,,STK,Index,BCOMF3,0.01,US,,,,,,,United States,1,34538,,1,OTC/*None*,,,,,,,,,251602,,,1,,,,20181204,,,,,,,0,0,,34538
500000743,20171206,EOPT_31027,,,,,,Short,"-100,000","-100,000",USD,USO US VarSwap 01/18/2019 Cap 5166.015625 (31027),Equity Option,Option,1,7329061,91232N108,US91232N1081,B12P151,USO UP,North America,OTC,C,28.75,USO.P,1,EQ0000000002417621 UP,United States,,,EQ0000000002417621 UP,BNP Paribas OTC Desk,USD,*None*,*None*,*None*,*None*,,,,,,,,Cash,0,,,,,20181031,0,0,,0,0,,,,,31027,,UNITED STATES OIL ETF (PSE),20171206,,20190118,Variance Swap,,,,,,,,,,,,,,,,,,,,,,,,,United States,United States,US,USD,0.01,,13.79,<1999/ Char=Equity Option><2047/ Char=Level 2>,20190118,,20360101,,STK,Equity,USO,0.01,US,,,,,,0,United States,1,31027,,1,OTC/*None*,,,,,,,,,-100000,,,1,,,,20181204,,,,,,,0,0,,31027
500001165,20180215,EOPT_32569,,,,,,Short,"-100,000","-100,000",USD,USO US VarSwap 01/18/2019 Cap 6064.515625 (32569),Equity Option,Option,1,7329061,91232N108,US91232N1081,B12P151,USO UP,North America,OTC,C,31.15,USO.P,1,EQ0000000002417621 UP,United States,,,EQ0000000002417621 UP,BNP Paribas OTC Desk,USD,*None*,*None*,*None*,*None*,,,,,,,,Cash,0,,,,,20181031,0,0,,0,0,,,,,32569,,UNITED STATES OIL ETF (PSE),20180215,,20190118,Variance Swap,,,,,,,,,,,,,,,,,,,,,,,,,United States,United States,US,USD,0.01,,13.79,<1999/ Char=Equity Option><2047/ Char=Level 2>,20190118,,20360101,,STK,Equity,USO,0.01,US,,,,,,0,United States,1,32569,,1,OTC/*None*,,,,,,,,,-100000,,,1,,,,20181204,,,,,,,0,0,,32569
500001175,20180220,EOPT_32608,,,,,,Short,"-100,000","-100,000",USD,USO US VarSwap 01/18/2019 Cap 5852.25 (32608),Equity Option,Option,1,7329061,91232N108,US91232N1081,B12P151,USO UP,North America,OTC,C,30.6,USO.P,1,EQ0000000002417621 UP,United States,,,EQ0000000002417621 UP,BNP Paribas OTC Desk,USD,*None*,*None*,*None*,*None*,,,,,,,,Cash,0,,,,,20181031,0,0,,0,0,,,,,32608,,UNITED STATES OIL ETF (PSE),20180220,,20190118,Variance Swap,,,,,,,,,,,,,,,,,,,,,,,,,United States,United States,US,USD,0.01,,13.79,<1999/ Char=Equity Option><2047/ Char=Level 2>,20190118,,20360101,,STK,Equity,USO,0.01,US,,,,,,0,United States,1,32608,,1,OTC/*None*,,,,,,,,,-100000,,,1,,,,20181204,,,,,,,0,0,,32608
500002010,20180711,IDXO_38438,,,,,,Long,"100,000","100,000",USD,SPGCCLP VarSwap 30.85 07/11/2019 (38438),Index Option,Option,1,17005533,,,,SPGCCLP,North America,OTC,C,30.85,.SPGCCLP,1,,United States,,,,BNP Paribas OTC Desk,USD,,,,,,,,,,,,Cash,0,,,,,20181031,0,0,,0,0,,,,,38438,,S&P GSCI CRUDE OIL OFFICLIAL CLOSE INDEX,20180711,,20190711,Variance Swap,,,,,,,,,,,,,,,,,,,,,,,,,United States,United States,US,USD,0.01,,,<1999/ Char=Index Option><2047/ Char=Level 2>,20190711,,20360101,,STK,Index,SPGCCLP,0.01,US,,,,,,0,United States,1,38438,,1,OTC/*None*,,,,,,,,,100000,,,1,,,,20181204,,,,,,,0,0,,38438
500000520,20171102,CMDOPT_29888,,,,,,Short,-100000,-100000,USD,NGH19 2019-02-25 31.0 C Var Swap  (29888),Commodity Future Option,Option,1,25407574,,,,NGH19 COMDTY,North America,OTC,C,31,NGH19,1,IX6037474-0C,United States,,,IX6037474-0C,Goldman Sachs International OTC Desk,USD,,,,,,,,,,,,Cash,0,,,,,20181031,0,0,,0,0,,,,,29888,,NATURAL GAS Mar-19NYM,20171102,,20190225,Variance Swap,,,,,,,,,,,,,,,,,,,,,,,,,United States,United States,US,USD,0.01,,2.967,<1999/ Char=Commodity Future Option><2047/ Char=Level 2>,20190225,,20190226,,FUT,Commodity Future,NGH19,0,US,,,,,,0,United States,1,29888,,1,OTC/*None*,,,,,,,,,-100000,,,1,,,,20181204,,,,,,,0,0,,29888
500000521,20171102,CMDOPT_29889,,,,,,Long,120000,120000,USD,NGJ19 2019-03-26 20.7 C Var Swap  (29889),Commodity Future Option,Option,1,25407575,,,,NGJ19 COMDTY,North America,OTC,C,20.7,NGJ19,1,,United States,,,,Goldman Sachs International OTC Desk,USD,,,,,,,,,,,,Cash,0,,,,,20181031,0,0,,0,0,,,,,29889,,NATURAL GAS Apr-19NYM,20171102,,20190326,Variance Swap,,,,,,,,,,,,,,,,,,,,,,,,,United States,United States,US,USD,0.01,,2.685,<1999/ Char=Commodity Future Option><2047/ Char=Level 2>,20190326,,20190327,,FUT,Commodity Future,NGJ19,0,US,,,,,,0,United States,1,29889,,1,OTC/*None*,,,,,,,,,120000,,,1,,,,20181204,,,,,,,0,0,,29889
